Timestamp,AT,V,AP,RH,PE,CO2,Predicted_PE,Predicted_CO2,Residual,Anomaly
2020-01-01 00:00:00,8.34,40.77,1010.84,90.01,480.48,393.9936,481.4146426659732,394.760006986098,-0.7664069860979907,1
2020-01-01 01:00:00,23.64,58.49,1011.4,74.2,445.75,365.515,444.1165298860753,364.1755545065817,1.3394454934182818,1
2020-01-01 02:00:00,29.74,56.9,1007.15,41.91,438.76,359.7832,437.6454315469791,358.8692538685229,0.9139461314771324,1
2020-01-01 03:00:00,19.07,49.69,1007.22,76.79,453.09,371.5338,452.2481463780539,370.8434800300042,0.6903199699958122,1
2020-01-01 04:00:00,11.8,40.66,1017.13,97.2,464.43,380.8326,469.61097831935143,385.0810022218682,-4.248402221868162,1
2020-01-01 05:00:00,13.97,39.16,1016.05,84.6,470.96,386.1872,468.6807617784449,384.31822465832477,1.8689753416752524,1
2020-01-01 06:00:00,22.1,71.29,1008.2,75.38,442.35,362.727,443.202402311555,363.4259698954751,-0.698969895475102,1
2020-01-01 07:00:00,14.47,41.76,1021.98,78.41,464.0,380.48,465.37803858020277,381.6099916357662,-1.1299916357662028,1
2020-01-01 08:00:00,31.25,69.51,1010.25,36.83,428.77,351.5914,433.72168336172194,355.651780356612,-4.060380356611972,1
2020-01-01 09:00:00,6.77,38.18,1017.8,81.13,484.31,397.1342,485.0027190293106,397.70222960403464,-0.5680296040346207,1
2020-01-01 10:00:00,28.28,68.67,1006.36,69.9,435.29,356.9378,433.5994533229182,355.5515517247929,1.3862482752070946,1
2020-01-01 11:00:00,22.99,46.93,1014.15,49.42,451.41,370.1562,452.1881750642686,370.7943035527002,-0.6381035527002155,1
2020-01-01 12:00:00,29.3,70.04,1010.95,61.23,426.25,349.525,434.8249304974769,356.556443007931,-7.0314430079310455,-1
2020-01-01 13:00:00,8.14,37.49,1009.04,80.33,480.66,394.1412,481.4841126980296,394.81697241238425,-0.6757724123842195,1
2020-01-01 14:00:00,16.92,44.6,1017.34,58.75,460.17,377.3394,464.1464393056646,380.60008023064495,-3.2606802306449367,1
2020-01-01 15:00:00,22.72,64.15,1021.14,60.34,453.13,371.5666,448.74378849927473,367.9699065694053,3.596693430594712,1
2020-01-01 16:00:00,18.14,43.56,1012.83,47.1,461.71,378.6022,462.636290471218,379.36175818639873,-0.7595581863987491,1
2020-01-01 17:00:00,11.49,44.63,1020.44,86.04,471.08,386.2856,473.3426414880781,388.14096602022397,-1.8553660202239826,1
2020-01-01 18:00:00,9.94,40.46,1018.9,68.51,473.74,388.4668,477.45833228349306,391.5158324724643,-3.0490324724643187,1
2020-01-01 19:00:00,23.54,41.1,1002.05,38.05,448.56,367.8192,449.8914574614753,368.9109951184097,-1.0917951184096637,1
2020-01-01 20:00:00,14.9,52.05,1015.11,77.33,464.82,381.1524,461.68900169709156,378.58498139161503,2.567418608384969,1
2020-01-01 21:00:00,33.8,64.96,1004.88,49.37,427.28,350.36959999999993,434.3660519258195,356.18016257917196,-5.810562579172029,1
2020-01-01 22:00:00,25.37,68.31,1011.12,70.99,441.76,362.2432,438.45415126654365,359.53240403856574,2.7107959614342576,1
2020-01-01 23:00:00,7.29,41.04,1024.06,89.19,474.71,389.2622,480.83484955116984,394.2845766319592,-5.022376631959219,1
2020-01-02 00:00:00,13.55,40.71,1019.13,75.44,467.21,383.1122,469.2114678703036,384.7534036536489,-1.6412036536489154,1
2020-01-02 01:00:00,6.39,35.57,1025.53,77.23,487.69,399.9058,485.59176470985705,398.18524706208274,1.7205529379172617,1
2020-01-02 02:00:00,26.64,62.44,1011.81,72.46,438.67,359.7094,441.6206050808451,362.128896166293,-2.4194961662929586,1
2020-01-02 03:00:00,7.84,41.39,1018.21,91.92,485.66,398.2412,480.74812713789447,394.2134642530734,4.027735746926567,1
2020-01-02 04:00:00,21.82,58.66,1011.71,64.37,452.16,370.7712,449.15102063417095,368.30383692002016,2.4673630799798616,1
2020-01-02 05:00:00,27.17,67.45,1015.67,49.03,429.87,352.4934,437.0346752613234,358.3684337142852,-5.875033714285166,1
2020-01-02 06:00:00,13.42,41.23,994.17,95.79,468.82,384.4324,468.03633630411525,383.7897957693745,0.6426042306254658,1
2020-01-02 07:00:00,20.77,56.85,1012.4,83.63,442.85,363.137,448.1589169596454,367.4903119069092,-4.353311906909198,1
2020-01-02 08:00:00,8.29,36.08,1020.38,81.53,483.26,396.2732,481.4405078552606,394.7812164413137,1.491983558686286,1
2020-01-02 09:00:00,30.98,67.45,1015.18,45.4,433.59,355.5438,433.5765254604755,355.53275087758993,0.011049122410042855,1
2020-01-02 10:00:00,31.96,71.29,1008.39,47.51,433.04,355.0928,432.5759133605491,354.71224895565024,0.3805510443497724,1
2020-01-02 11:00:00,15.83,52.75,1024.3,58.34,458.6,376.052,461.56036760221474,378.47950143381604,-2.427501433816019,1
2020-01-02 12:00:00,22.56,70.79,1005.85,93.09,435.14,356.8148,440.07767179536285,360.86369087219754,-4.048890872197546,1
2020-01-02 13:00:00,25.91,75.6,1018.23,62.65,443.2,363.424,438.98102447189893,359.9644400669571,3.4595599330428968,1
2020-01-02 14:00:00,8.24,39.61,1017.99,78.42,477.9,391.878,481.50933966508234,394.8376585253675,-2.9596585253675016,1
2020-01-02 15:00:00,24.66,60.29,1018.0,59.56,445.26,365.1132,444.6979908209489,364.6523524731781,0.4608475268219081,1
2020-01-02 16:00:00,29.31,68.67,1006.18,63.38,435.57,357.1674,433.55807822159375,355.51762414170685,1.6497758582931397,1
2020-01-02 17:00:00,21.48,66.91,1008.58,84.49,447.42,366.8844,442.573848249769,362.9105555648106,3.9738444351894486,1
2020-01-02 18:00:00,18.28,44.71,1016.99,33.71,462.28,379.0696,463.4804006040318,380.053928495306,-0.9843284953060447,1
2020-01-02 19:00:00,26.96,65.34,1015.05,46.93,441.81,362.2842,442.36765277348087,362.7414752742543,-0.45727527425430026,1
2020-01-02 20:00:00,16.01,65.46,1014.0,87.68,454.16,372.4112,455.46265474247593,373.47937688883025,-1.0681768888302372,1
2020-01-02 21:00:00,27.37,63.73,1009.79,65.25,437.24,358.5368,440.9592656033646,361.586597794759,-3.0497977947589447,1
2020-01-02 22:00:00,16.3,39.63,1004.64,85.61,464.11,380.5702,463.1155521466497,379.7547527602527,0.8154472397473,1
2020-01-02 23:00:00,23.8,48.6,1002.43,67.32,440.89,361.5298,443.33807399294875,363.53722067421796,-2.00742067421794,1
2020-01-03 00:00:00,8.19,41.66,1016.57,75.38,485.2,397.864,481.7354008428453,395.0230286911331,2.8409713088668695,1
2020-01-03 01:00:00,25.28,67.69,1009.05,68.54,445.34,365.1788,437.30437006759394,358.58958345542703,6.5892165445729916,1
2020-01-03 02:00:00,21.47,70.32,1011.72,88.36,440.0,360.8,442.63416126529245,362.9600122375398,-2.1600122375397746,1
2020-01-03 03:00:00,30.54,67.45,1014.37,32.97,431.35,353.707,434.55321530951164,356.3336365537995,-2.6266365537995284,1
2020-01-03 04:00:00,18.3,44.06,1017.95,63.24,456.32,374.1824,460.9009080502981,377.9387446012444,-3.75634460124445,1
2020-01-03 05:00:00,25.82,72.39,1003.4,86.33,432.98,355.0436,433.17177454413735,355.2008551261926,-0.15725512619258097,1
2020-01-03 06:00:00,31.12,69.13,1009.61,56.54,429.41,352.1162,433.6649969629841,355.60529750964696,-3.4890975096469674,1
2020-01-03 07:00:00,15.99,39.63,1006.09,89.92,464.95,381.259,463.75385505170846,380.2781611424009,0.9808388575991103,1
2020-01-03 08:00:00,8.42,42.28,1008.4,87.78,481.91,395.1662,481.0659494341231,394.47407853598094,0.6921214640190669,1
2020-01-03 09:00:00,23.7,69.23,1011.73,73.18,437.15,358.463,439.8695905914298,360.6930642849724,-2.2300642849724,1
2020-01-03 10:00:00,15.71,40.12,1012.81,97.46,462.6,379.332,463.7844657006363,380.30326187452175,-0.9712618745217583,1
2020-01-03 11:00:00,29.11,74.9,1003.31,74.01,432.43,354.5926,434.40563589938387,356.21262143749476,-1.6200214374947564,1
2020-01-03 12:00:00,23.73,61.02,1009.71,78.7,442.22,362.6204,442.6739899283927,362.992671741282,-0.3722717412819634,1
2020-01-03 13:00:00,28.26,65.34,1014.56,43.4,441.03,361.6446,441.33599314039935,361.89551437512745,-0.2509143751274223,1
2020-01-03 14:00:00,15.92,41.2,1016.04,73.37,468.91,384.5062,464.7813337920213,381.12069370945744,3.385506290542537,1
2020-01-03 15:00:00,33.4,70.8,1009.17,57.01,432.46,354.6172,432.94972032576356,355.0187706671261,-0.4015706671260659,1
2020-01-03 16:00:00,31.92,68.3,1015.58,41.55,430.07,352.6574,432.4605530356211,354.61765348920926,-1.960253489209265,1
2020-01-03 17:00:00,26.87,74.99,1002.48,71.91,437.78,358.97959999999995,435.50783102680504,357.1164214419801,1.8631785580198539,1
2020-01-03 18:00:00,5.23,40.78,1025.13,92.74,483.12,396.1584,483.9015388938203,396.79926189293263,-0.6408618929326622,1
2020-01-03 19:00:00,15.72,41.76,1023.07,66.95,462.19,378.9958,463.8182714889966,380.3309826209772,-1.335182620977207,1
2020-01-03 20:00:00,17.74,50.88,1015.56,89.78,457.71,375.3222,456.7963565338921,374.57301235779147,0.7491876422085397,1
2020-01-03 21:00:00,27.13,59.54,1004.33,73.27,438.32,359.4224,437.4044153189495,358.67162056153853,0.7507794384614499,1
2020-01-03 22:00:00,25.82,66.49,1013.2,60.32,434.35,356.167,438.8748466541722,359.87737425642115,-3.7103742564211757,1
2020-01-03 23:00:00,34.2,68.14,1002.7,56.09,427.05,350.181,428.0457514077998,350.99751615439584,-0.8165161543958561,1
2020-01-04 00:00:00,19.13,68.61,1010.65,94.92,448.69,367.9258,447.83005264488565,367.2206431688062,0.7051568311937899,1
2020-01-04 01:00:00,11.77,41.06,1021.45,76.63,475.88,390.2216,472.76205401519576,387.6648842924605,2.5567157075395244,1
2020-01-04 02:00:00,10.25,41.46,1018.67,84.41,479.28,393.0096,476.962431102359,391.10919350393436,1.9004064960656137,1
2020-01-04 03:00:00,23.82,48.92,1010.48,44.45,446.85,366.417,446.20552933416934,365.88853405401886,0.528465945981111,1
2020-01-04 04:00:00,30.1,66.25,1009.38,65.41,434.99,356.6918,435.5275409626606,357.1325835893817,-0.44078358938168094,1
2020-01-04 05:00:00,29.92,69.75,1009.12,67.15,441.5,362.03,433.60616101046435,355.55705202858076,6.472947971419217,1
2020-01-04 06:00:00,29.63,66.75,1018.08,58.46,433.26,355.2732,434.58076345195497,356.35622603060307,-1.0830260306030937,1
2020-01-04 07:00:00,30.61,77.17,1009.49,73.19,430.46,352.9772,433.11194663863375,355.15179624367966,-2.174596243679673,1
2020-01-04 08:00:00,16.18,50.88,1014.06,100.09,455.14,373.2148,458.34671828181615,375.84430899108924,-2.62950899108921,1
2020-01-04 09:00:00,31.66,73.91,1004.49,68.13,431.26,353.6332,431.8312031748828,354.10158660340386,-0.4683866034038715,1
2020-01-04 10:00:00,29.14,61.5,1009.64,39.95,437.76,358.9632,440.4293529020247,361.1520693796602,-2.1888693796602183,1
2020-01-04 11:00:00,18.4,43.96,1012.4,77.81,464.63,380.9966,459.6769514600047,376.93510019720384,4.061499802796163,1
2020-01-04 12:00:00,15.86,38.62,1016.65,67.51,462.58,379.3156,464.2930277356846,380.72028274326135,-1.4046827432613327,1
2020-01-04 13:00:00,6.31,42.07,1004.61,77.74,483.27,396.2814,485.08065987212217,397.76614109514014,-1.484741095140123,1
2020-01-04 14:00:00,23.4,72.99,1009.48,88.82,438.51,359.5782,438.0805300520982,359.2260346427205,0.35216535727948894,1
2020-01-04 15:00:00,33.62,77.17,1009.38,63.71,431.03,353.4446,432.9963220139636,355.0569840514501,-1.6123840514501353,1
2020-01-04 16:00:00,6.89,43.65,1019.87,72.77,484.0,396.88,485.54882927616484,398.15004000645513,-1.2700400064551332,1
2020-01-04 17:00:00,27.41,69.98,1008.51,65.49,431.64,353.9448,434.07736633823004,355.9434403973486,-1.9986403973485949,1
2020-01-04 18:00:00,26.37,54.5,1014.48,66.31,451.78,370.4596,446.79961607583647,366.37568518218586,4.083914817814161,1
2020-01-04 19:00:00,26.58,59.39,1014.49,65.87,439.46,360.3572,441.91488034807605,362.3702018854223,-2.013001885422341,1
2020-01-04 20:00:00,15.25,43.02,1012.04,41.43,467.23,383.1286,468.9866190776612,384.56902764368215,-1.440427643682142,1
2020-01-04 21:00:00,21.24,41.67,1012.6,49.27,459.81,377.0442,457.3565963436315,375.0324090017778,2.0117909982221818,1
2020-01-04 22:00:00,24.98,58.05,1011.69,69.97,447.15,366.663,444.02005979354414,364.0964490307062,2.5665509692938144,1
2020-01-04 23:00:00,26.63,64.44,1012.66,61.19,442.0,362.44,442.7681064852836,363.06984731793256,-0.6298473179325583,1
2020-01-05 00:00:00,18.87,52.08,1005.25,99.19,449.61,368.6802,450.6589628379071,369.5403495270838,-0.8601495270837631,1
2020-01-05 01:00:00,5.12,40.78,1025.45,96.88,481.28,394.6496,481.444387991374,394.78439815292666,-0.13479815292663488,1
2020-01-05 02:00:00,31.1,71.32,1008.09,45.87,437.54,358.7828,432.73429585311504,354.84212259955433,3.9406774004456793,1
2020-01-05 03:00:00,7.91,39.96,1023.57,88.44,475.52,389.9264,481.20312624507716,394.58656352096324,-4.660163520963238,1
